,Date,Route,Attempted,Succeeded,Success Percentage,Temperature AVG,Relative Humidity AVG,Wind Speed Daily AVG,Wind Direction AVG,Solar Radiation AVG
38,2015-03-06,Gibralter Ledges,3,0,0.0,30.76583333,29.75333333,12.09995833,266.51375,0.0
39,2015-03-07,Ingraham Direct,10,0,0.0,31.91166667,18.28416667,6.339541667000001,138.339375,26.78758333
40,2015-03-07,Disappointment Cleaver,2,0,0.0,31.91166667,18.28416667,6.339541667000001,138.339375,26.78758333
41,2015-03-08,Little Tahoma,2,2,1.0,33.745,14.99333333,10.19525,17.02958333,17.644375
42,2015-03-09,Disappointment Cleaver,14,0,0.0,33.02833333,26.12733333,12.34270833,16.41208333,10.20933333
43,2015-03-14,Ingraham Direct,3,0,0.0,24.08583333,99.84166667,51.35583333,271.8583333,0.0
44,2015-03-15,Ingraham Direct,12,0,0.0,20.37458333,98.55,36.7425,277.775,0.0
45,2015-03-15,Disappointment Cleaver,2,0,0.0,20.37458333,98.55,36.7425,277.775,0.0
46,2015-03-19,Disappointment Cleaver,2,0,0.0,27.38791667,55.47,32.96583333,273.825,0.0
47,2015-03-22,Ingraham Direct,10,0,0.0,15.28416667,83.18833333,26.54208333,203.2833333,0.0
48,2015-03-23,Disappointment Cleaver,16,0,0.0,10.855,90.76958333,17.00741667,203.18333330000002,0.0
49,2015-03-25,Gibralter Ledges,2,0,0.0,27.63916667,83.63458333,23.18458333,244.5153333,0.0
50,2015-03-27,Disappointment Cleaver,5,0,0.0,29.22708333,53.87708333,57.425,271.7916667,0.0
51,2015-04-05,glacier only - no summit attempt,18,0,0.0,8.220708333,81.88125,5.4999583329999995,174.52716669999998,0.397291667
52,2015-04-11,Ingraham Direct,6,0,0.0,6.834833333,85.88208333,46.41875,236.45,0.0
53,2015-04-13,Disappointment Cleaver,15,0,0.0,14.16520833,65.17416667,53.663875,262.6145833,0.0
54,2015-04-17,Disappointment Cleaver,4,0,0.0,30.61708333,43.83416667,7.1242916670000005,204.24900000000002,26.34841667
55,2015-04-17,Kautz Glacier,4,0,0.0,30.61708333,43.83416667,7.1242916670000005,204.24900000000002,26.34841667
56,2015-04-18,Disappointment Cleaver,9,0,0.0,32.19458333,18.87916667,8.654291667,214.38133330000002,34.68395833
57,2015-04-18,Gibralter Ledges,4,0,0.0,32.19458333,18.87916667,8.654291667,214.38133330000002,34.68395833
58,2015-04-18,Wilson Headwall,3,0,0.0,32.19458333,18.87916667,8.654291667,214.38133330000002,34.68395833
59,2015-04-19,Gibralter Ledges,2,0,0.0,32.94708333,31.71416667,2.4748333330000003,228.0891667,56.40916667
60,2015-04-19,Ingraham Direct,8,0,0.0,32.94708333,31.71416667,2.4748333330000003,228.0891667,56.40916667
61,2015-04-20,Fuhrers Finger,2,0,0.0,32.52625,49.50958333,3.4464583330000003,265.0454167,23.46891667
62,2015-04-20,Ingraham Direct,4,0,0.0,32.52625,49.50958333,3.4464583330000003,265.0454167,23.46891667
63,2015-04-23,Disappointment Cleaver,4,4,1.0,18.64516667,81.78208333,32.89291667,261.3666667,0.0
64,2015-04-24,Gibralter Chute,3,0,0.0,9.032041667,91.73125,42.71291667,224.6958333,0.0
65,2015-04-24,Disappointment Cleaver,6,0,0.0,9.032041667,91.73125,42.71291667,224.6958333,0.0
66,2015-04-26,Wilson Headwall,2,0,0.0,21.72125,46.13583333,6.800083333,246.0141667,14.9675
67,2015-04-27,Disappointment Cleaver,17,13,0.7647058823529411,32.37291667,77.0775,15.32033333,171.8858333,13.2635
68,2015-04-30,Disappointment Cleaver,5,2,0.4,31.68375,45.21333333,14.787375,199.755875,41.20166667
69,2015-05-01,Disappointment Cleaver,12,5,0.4166666666666667,30.19708333,33.99591667,31.02083333,280.3833333,0.0
70,2015-05-01,Fuhrers Finger,10,0,0.0,30.19708333,33.99591667,31.02083333,280.3833333,0.0
71,2015-05-01,Ingraham Direct,2,0,0.0,30.19708333,33.99591667,31.02083333,280.3833333,0.0
72,2015-05-01,Nisqually Glacier,12,0,0.0,30.19708333,33.99591667,31.02083333,280.3833333,0.0
73,2015-05-02,Fuhrers Finger,10,0,0.0,30.66458333,30.90483333,6.0655,141.95708330000002,44.96
74,2015-05-02,Ingraham Direct,3,0,0.0,30.66458333,30.90483333,6.0655,141.95708330000002,44.96
75,2015-05-02,Liberty RIngraham Directge,2,0,0.0,30.66458333,30.90483333,6.0655,141.95708330000002,44.96
76,2015-05-02,Little Tahoma,3,0,0.0,30.66458333,30.90483333,6.0655,141.95708330000002,44.96
77,2015-05-02,glacier only - no summit attempt,2,0,0.0,30.66458333,30.90483333,6.0655,141.95708330000002,44.96
78,2015-05-02,Disappointment Cleaver,7,0,0.0,30.66458333,30.90483333,6.0655,141.95708330000002,44.96
79,2015-05-02,Emmons-Winthrop,2,0,0.0,30.66458333,30.90483333,6.0655,141.95708330000002,44.96
80,2015-05-04,Ingraham Direct,5,0,0.0,24.45458333,47.96666667,42.57208333,272.9375,0.0
81,2015-05-04,Disappointment Cleaver,19,0,0.0,24.45458333,47.96666667,42.57208333,272.9375,0.0
82,2015-05-04,Fuhrers Finger,2,0,0.0,24.45458333,47.96666667,42.57208333,272.9375,0.0
83,2015-05-07,Disappointment Cleaver,3,0,0.0,25.24708333,19.20166667,10.208875,150.9358333,16.21041667
84,2015-05-07,Fuhrers Finger,5,0,0.0,25.24708333,19.20166667,10.208875,150.9358333,16.21041667
85,2015-05-07,Emmons-Winthrop,3,0,0.0,25.24708333,19.20166667,10.208875,150.9358333,16.21041667
86,2015-05-08,Emmons-Winthrop,2,0,0.0,28.24208333,52.79375,6.912000000000001,122.80741670000002,35.50208333
87,2015-05-08,Fuhrers Finger,5,0,0.0,28.24208333,52.79375,6.912000000000001,122.80741670000002,35.50208333
88,2015-05-08,Gibralter Ledges,2,0,0.0,28.24208333,52.79375,6.912000000000001,122.80741670000002,35.50208333
89,2015-05-08,Liberty RIngraham Directge,2,0,0.0,28.24208333,52.79375,6.912000000000001,122.80741670000002,35.50208333
90,2015-05-08,Little Tahoma,3,0,0.0,28.24208333,52.79375,6.912000000000001,122.80741670000002,35.50208333
91,2015-05-08,Disappointment Cleaver,3,0,0.0,28.24208333,52.79375,6.912000000000001,122.80741670000002,35.50208333
92,2015-05-09,Little Tahoma,9,0,0.0,31.01416667,72.705,3.497208333,212.65795830000002,37.42945833
93,2015-05-09,Emmons-Winthrop,6,0,0.0,31.01416667,72.705,3.497208333,212.65795830000002,37.42945833
94,2015-05-09,Disappointment Cleaver,33,15,0.45454545454545453,31.01416667,72.705,3.497208333,212.65795830000002,37.42945833
95,2015-05-09,Liberty RIngraham Directge,4,0,0.0,31.01416667,72.705,3.497208333,212.65795830000002,37.42945833
96,2015-05-10,Fuhrers Finger,2,0,0.0,32.15916667,63.095,3.512,201.7679167,23.93575
97,2015-05-10,Disappointment Cleaver,2,0,0.0,32.15916667,63.095,3.512,201.7679167,23.93575
98,2015-05-11,Disappointment Cleaver,33,0,0.0,26.6925,77.28375,14.55358333,118.58666670000001,5.400625
99,2015-05-12,Disappointment Cleaver,12,0,0.0,24.37416667,99.37083333,12.299000000000001,79.61875,0.0
100,2015-05-13,Disappointment Cleaver,36,22,0.6111111111111112,25.05958333,97.11666667,4.398875,98.80383333,0.0
101,2015-05-13,Ingraham Direct,2,0,0.0,25.05958333,97.11666667,4.398875,98.80383333,0.0
102,2015-05-13,Emmons-Winthrop,4,0,0.0,25.05958333,97.11666667,4.398875,98.80383333,0.0
103,2015-05-14,Disappointment Cleaver,26,0,0.0,26.23875,83.00083333,2.066375,154.61875,10.03241667
104,2015-05-14,Little Tahoma,1,0,0.0,26.23875,83.00083333,2.066375,154.61875,10.03241667
105,2015-05-15,Disappointment Cleaver,36,28,0.7777777777777778,31.08541667,45.71958333,1.597666667,267.87125,42.54783333
106,2015-05-15,Fuhrers Finger,2,0,0.0,31.08541667,45.71958333,1.597666667,267.87125,42.54783333
107,2015-05-16,Disappointment Cleaver,25,19,0.76,31.28083333,55.86166667,3.632791667,148.240375,28.800125
108,2015-05-17,Disappointment Cleaver,46,22,0.4782608695652174,28.76875,86.63041667,5.22225,193.9629167,4.549958333
109,2015-05-17,glacier only - no summit attempt,1,0,0.0,28.76875,86.63041667,5.22225,193.9629167,4.549958333
110,2015-05-18,Kautz Glacier,2,0,0.0,29.47333333,91.06,6.361583333,79.80166667,21.76520833
111,2015-05-18,Disappointment Cleaver,38,7,0.18421052631578946,29.47333333,91.06,6.361583333,79.80166667,21.76520833
112,2015-05-19,Disappointment Cleaver,21,11,0.5238095238095238,31.2,75.00458333,11.31595833,83.57208333,0.129958333
113,2015-05-20,Disappointment Cleaver,18,7,0.3888888888888889,32.22541667,78.09416667,16.36125,69.58875,27.30241667
114,2015-05-21,Disappointment Cleaver,12,0,0.0,33.50083333,79.21708333,8.0455,68.29604167,14.27883333
115,2015-05-21,Kautz Cleaver,3,0,0.0,33.50083333,79.21708333,8.0455,68.29604167,14.27883333
116,2015-05-22,Liberty RIngraham Directge,3,0,0.0,33.09125,83.53666667,6.95925,61.31625,0.212708333
117,2015-05-22,Kautz Glacier,3,0,0.0,33.09125,83.53666667,6.95925,61.31625,0.212708333
118,2015-05-22,Fuhrers Finger,4,0,0.0,33.09125,83.53666667,6.95925,61.31625,0.212708333
119,2015-05-22,Emmons-Winthrop,6,0,0.0,33.09125,83.53666667,6.95925,61.31625,0.212708333
120,2015-05-22,Disappointment Cleaver,40,12,0.3,33.09125,83.53666667,6.95925,61.31625,0.212708333
121,2015-05-23,Fuhrers Finger,2,0,0.0,35.88083333,74.25708333,7.274916667,103.8366667,25.60783333
122,2015-05-23,Emmons-Winthrop,8,0,0.0,35.88083333,74.25708333,7.274916667,103.8366667,25.60783333
123,2015-05-23,Disappointment Cleaver,61,42,0.6885245901639344,35.88083333,74.25708333,7.274916667,103.8366667,25.60783333
124,2015-05-23,glacier only - no summit attempt,6,0,0.0,35.88083333,74.25708333,7.274916667,103.8366667,25.60783333
125,2015-05-23,Liberty RIngraham Directge,4,0,0.0,35.88083333,74.25708333,7.274916667,103.8366667,25.60783333
126,2015-05-23,Tahoma Glacier,4,0,0.0,35.88083333,74.25708333,7.274916667,103.8366667,25.60783333
127,2015-05-24,Little Tahoma,13,0,0.0,35.50541667,55.14625,4.602791667,163.7657083,40.73991667
128,2015-05-24,Kautz Glacier,4,4,1.0,35.50541667,55.14625,4.602791667,163.7657083,40.73991667
129,2015-05-24,Disappointment Cleaver,40,18,0.45,35.50541667,55.14625,4.602791667,163.7657083,40.73991667
130,2015-05-25,Liberty RIngraham Directge,5,0,0.0,32.7775,49.44625,2.176375,217.676125,30.99041667
131,2015-05-25,Kautz Glacier,4,4,1.0,32.7775,49.44625,2.176375,217.676125,30.99041667
132,2015-05-25,Emmons-Winthrop,2,2,1.0,32.7775,49.44625,2.176375,217.676125,30.99041667
133,2015-05-25,Disappointment Cleaver,35,25,0.7142857142857143,32.7775,49.44625,2.176375,217.676125,30.99041667
134,2015-05-26,Emmons-Winthrop,3,0,0.0,31.53666667,72.90083333,3.442375,229.7284167,187.92495830000001
135,2015-05-26,Disappointment Cleaver,16,10,0.625,31.53666667,72.90083333,3.442375,229.7284167,187.92495830000001
136,2015-05-27,Disappointment Cleaver,25,14,0.56,34.4575,73.66541667,4.211208333,194.5708333,351.78479169999997
137,2015-05-27,Emmons-Winthrop,4,3,0.75,34.4575,73.66541667,4.211208333,194.5708333,351.78479169999997
138,2015-05-28,Little Tahoma,3,3,1.0,37.57708333,67.60041667,7.06175,125.38779170000001,337.99041669999997
139,2015-05-28,Kautz Glacier,1,0,0.0,37.57708333,67.60041667,7.06175,125.38779170000001,337.99041669999997
140,2015-05-28,Fuhrers Finger,3,0,0.0,37.57708333,67.60041667,7.06175,125.38779170000001,337.99041669999997
141,2015-05-28,Emmons-Winthrop,3,0,0.0,37.57708333,67.60041667,7.06175,125.38779170000001,337.99041669999997
142,2015-05-28,Disappointment Cleaver,20,18,0.9,37.57708333,67.60041667,7.06175,125.38779170000001,337.99041669999997
143,2015-05-29,Little Tahoma,2,2,1.0,36.655,71.65125,24.68633333,274.7666667,245.2959167
144,2015-05-29,Liberty RIngraham Directge,4,0,0.0,36.655,71.65125,24.68633333,274.7666667,245.2959167
145,2015-05-29,Fuhrers Finger,2,2,1.0,36.655,71.65125,24.68633333,274.7666667,245.2959167
146,2015-05-29,Disappointment Cleaver,63,40,0.6349206349206349,36.655,71.65125,24.68633333,274.7666667,245.2959167
147,2015-05-29,Curtis RIngraham Directge,2,0,0.0,36.655,71.65125,24.68633333,274.7666667,245.2959167
148,2015-05-29,Ptarmigan RIngraham Directge,3,0,0.0,36.655,71.65125,24.68633333,274.7666667,245.2959167
149,2015-05-29,Kautz Glacier,2,2,1.0,36.655,71.65125,24.68633333,274.7666667,245.2959167
150,2015-05-30,Disappointment Cleaver,121,46,0.38016528925619836,40.17125,36.86833333,9.813375,247.1904167,352.442875
151,2015-05-30,glacier only - no summit attempt,3,0,0.0,40.17125,36.86833333,9.813375,247.1904167,352.442875
152,2015-05-30,Little Tahoma,11,0,0.0,40.17125,36.86833333,9.813375,247.1904167,352.442875
153,2015-05-30,Liberty RIngraham Directge,2,2,1.0,40.17125,36.86833333,9.813375,247.1904167,352.442875
154,2015-05-30,Kautz Glacier,4,2,0.5,40.17125,36.86833333,9.813375,247.1904167,352.442875
155,2015-05-30,Ingraham Direct,5,5,1.0,40.17125,36.86833333,9.813375,247.1904167,352.442875
156,2015-05-30,Gibralter Ledges,3,0,0.0,40.17125,36.86833333,9.813375,247.1904167,352.442875
157,2015-05-30,Emmons-Winthrop,6,2,0.3333333333333333,40.17125,36.86833333,9.813375,247.1904167,352.442875
158,2015-05-31,Disappointment Cleaver,22,19,0.8636363636363636,38.96666667,57.53291667,26.49375,274.8,292.17425
159,2015-06-01,Disappointment Cleaver,31,18,0.5806451612903226,32.82458333,87.04375,10.558625,234.41875,144.2045
160,2015-06-01,Emmons-Winthrop,3,0,0.0,32.82458333,87.04375,10.558625,234.41875,144.2045
161,2015-06-02,Kautz Glacier,15,12,0.8,25.92333333,96.78333333,8.679666667000001,263.1208333,272.3627917
162,2015-06-02,Disappointment Cleaver,11,0,0.0,25.92333333,96.78333333,8.679666667000001,263.1208333,272.3627917
163,2015-06-02,Emmons-Winthrop,4,0,0.0,25.92333333,96.78333333,8.679666667000001,263.1208333,272.3627917
164,2015-06-03,Liberty RIngraham Directge,2,2,1.0,29.01333333,85.95333333,2.220333333,227.6720833,284.8479167
165,2015-06-03,Disappointment Cleaver,29,21,0.7241379310344828,29.01333333,85.95333333,2.220333333,227.6720833,284.8479167
166,2015-06-04,Liberty RIngraham Directge,6,4,0.6666666666666666,34.46166667,62.99416667,4.006708333,164.18625,363.1519583
167,2015-06-04,Emmons-Winthrop,7,7,1.0,34.46166667,62.99416667,4.006708333,164.18625,363.1519583
168,2015-06-04,Disappointment Cleaver,85,32,0.3764705882352941,34.46166667,62.99416667,4.006708333,164.18625,363.1519583
169,2015-06-05,Disappointment Cleaver,82,61,0.7439024390243902,38.94666667,50.58708333,5.9370833329999995,153.6,359.3387917
170,2015-06-05,Kautz Glacier,7,6,0.8571428571428571,38.94666667,50.58708333,5.9370833329999995,153.6,359.3387917
171,2015-06-05,Emmons-Winthrop,25,22,0.88,38.94666667,50.58708333,5.9370833329999995,153.6,359.3387917
172,2015-06-05,Fuhrers Finger,5,0,0.0,38.94666667,50.58708333,5.9370833329999995,153.6,359.3387917
173,2015-06-05,Tahoma Cleaver,3,3,1.0,38.94666667,50.58708333,5.9370833329999995,153.6,359.3387917
174,2015-06-05,Liberty RIngraham Directge,4,4,1.0,38.94666667,50.58708333,5.9370833329999995,153.6,359.3387917
175,2015-06-06,Emmons-Winthrop,7,4,0.5714285714285714,47.80666667,19.34166667,3.136458333,265.0845833,353.86870830000004
176,2015-06-06,Fuhrers Finger,2,0,0.0,47.80666667,19.34166667,3.136458333,265.0845833,353.86870830000004
177,2015-06-06,Liberty RIngraham Directge,2,2,1.0,47.80666667,19.34166667,3.136458333,265.0845833,353.86870830000004
178,2015-06-06,Little Tahoma,26,9,0.34615384615384615,47.80666667,19.34166667,3.136458333,265.0845833,353.86870830000004
179,2015-06-06,Mowich Face,2,0,0.0,47.80666667,19.34166667,3.136458333,265.0845833,353.86870830000004
180,2015-06-06,Ptarmigan RIngraham Directge,2,2,1.0,47.80666667,19.34166667,3.136458333,265.0845833,353.86870830000004
181,2015-06-06,Success Cleaver,2,2,1.0,47.80666667,19.34166667,3.136458333,265.0845833,353.86870830000004
182,2015-06-06,glacier only - no summit attempt,9,0,0.0,47.80666667,19.34166667,3.136458333,265.0845833,353.86870830000004
183,2015-06-06,Disappointment Cleaver,93,53,0.5698924731182796,47.80666667,19.34166667,3.136458333,265.0845833,353.86870830000004
184,2015-06-07,Disappointment Cleaver,47,39,0.8297872340425532,53.21166667,30.91625,3.1011666669999998,217.22883330000002,355.6503333
185,2015-06-07,Emmons-Winthrop,26,21,0.8076923076923077,53.21166667,30.91625,3.1011666669999998,217.22883330000002,355.6503333
186,2015-06-07,Kautz Glacier,12,4,0.3333333333333333,53.21166667,30.91625,3.1011666669999998,217.22883330000002,355.6503333
187,2015-06-07,Little Tahoma,2,2,1.0,53.21166667,30.91625,3.1011666669999998,217.22883330000002,355.6503333
188,2015-06-07,glacier only - no summit attempt,2,0,0.0,53.21166667,30.91625,3.1011666669999998,217.22883330000002,355.6503333
189,2015-06-07,Kautz Cleaver,2,0,0.0,53.21166667,30.91625,3.1011666669999998,217.22883330000002,355.6503333
190,2015-06-08,Disappointment Cleaver,57,35,0.6140350877192983,52.22875,28.745,13.1705,253.20625,356.6964583
191,2015-06-08,Emmons-Winthrop,2,2,1.0,52.22875,28.745,13.1705,253.20625,356.6964583
192,2015-06-09,Disappointment Cleaver,37,29,0.7837837837837838,48.62875,20.28375,9.727375,55.14583333,362.4339167
193,2015-06-09,Emmons-Winthrop,16,8,0.5,48.62875,20.28375,9.727375,55.14583333,362.4339167
194,2015-06-09,Liberty RIngraham Directge,5,2,0.4,48.62875,20.28375,9.727375,55.14583333,362.4339167
195,2015-06-09,Kautz Glacier,11,0,0.0,48.62875,20.28375,9.727375,55.14583333,362.4339167
196,2015-06-09,Fuhrers Finger,3,0,0.0,48.62875,20.28375,9.727375,55.14583333,362.4339167
197,2015-06-10,Emmons-Winthrop,5,0,0.0,48.69,13.59708333,4.309125,22.21325,363.666625
198,2015-06-10,Disappointment Cleaver,38,25,0.6578947368421053,48.69,13.59708333,4.309125,22.21325,363.666625
199,2015-06-11,Little Tahoma,2,2,1.0,46.22875,29.61541667,19.002875,21.64041667,344.787375
200,2015-06-11,Kautz Glacier,6,0,0.0,46.22875,29.61541667,19.002875,21.64041667,344.787375
201,2015-06-11,Emmons-Winthrop,15,3,0.2,46.22875,29.61541667,19.002875,21.64041667,344.787375
202,2015-06-11,Disappointment Cleaver,51,18,0.35294117647058826,46.22875,29.61541667,19.002875,21.64041667,344.787375
203,2015-06-12,Curtis RIngraham Directge,2,2,1.0,39.88916667,12.741125,14.657875,33.32166667,368.0560833
204,2015-06-12,Little Tahoma,3,3,1.0,39.88916667,12.741125,14.657875,33.32166667,368.0560833
205,2015-06-12,Disappointment Cleaver,60,28,0.4666666666666667,39.88916667,12.741125,14.657875,33.32166667,368.0560833
206,2015-06-12,Emmons-Winthrop,58,49,0.8448275862068966,39.88916667,12.741125,14.657875,33.32166667,368.0560833
207,2015-06-12,Ptarmigan RIngraham Directge,2,2,1.0,39.88916667,12.741125,14.657875,33.32166667,368.0560833
208,2015-06-12,Fuhrers Finger,2,2,1.0,39.88916667,12.741125,14.657875,33.32166667,368.0560833
209,2015-06-12,Kautz Glacier,2,0,0.0,39.88916667,12.741125,14.657875,33.32166667,368.0560833
210,2015-06-12,Liberty RIngraham Directge,2,2,1.0,39.88916667,12.741125,14.657875,33.32166667,368.0560833
211,2015-06-13,Disappointment Cleaver,75,62,0.8266666666666667,31.21583333,45.76625,1.7863333330000002,29.30041667,364.5174167
212,2015-06-13,Emmons-Winthrop,46,33,0.717391304347826,31.21583333,45.76625,1.7863333330000002,29.30041667,364.5174167
213,2015-06-13,Fuhrers Finger,3,0,0.0,31.21583333,45.76625,1.7863333330000002,29.30041667,364.5174167
214,2015-06-13,Kautz Glacier,1,1,1.0,31.21583333,45.76625,1.7863333330000002,29.30041667,364.5174167
215,2015-06-13,Liberty RIngraham Directge,5,3,0.6,31.21583333,45.76625,1.7863333330000002,29.30041667,364.5174167
216,2015-06-14,Disappointment Cleaver,33,24,0.7272727272727273,32.69458333,70.2725,2.7260000000000004,30.691,362.93758330000003
217,2015-06-14,Emmons-Winthrop,9,9,1.0,32.69458333,70.2725,2.7260000000000004,30.691,362.93758330000003
218,2015-06-14,Fuhrers Finger,5,0,0.0,32.69458333,70.2725,2.7260000000000004,30.691,362.93758330000003
219,2015-06-14,Kautz Glacier,12,12,1.0,32.69458333,70.2725,2.7260000000000004,30.691,362.93758330000003
220,2015-06-15,Disappointment Cleaver,58,43,0.7413793103448276,35.51375,64.3275,7.011958333,29.11708333,343.898
221,2015-06-15,Emmons-Winthrop,29,23,0.7931034482758621,35.51375,64.3275,7.011958333,29.11708333,343.898
222,2015-06-16,Disappointment Cleaver,38,30,0.7894736842105263,38.61666667,33.18291667,9.260916667,28.18208333,352.22116669999997
223,2015-06-16,Emmons-Winthrop,6,6,1.0,38.61666667,33.18291667,9.260916667,28.18208333,352.22116669999997
224,2015-06-16,Kautz Glacier,12,10,0.8333333333333334,38.61666667,33.18291667,9.260916667,28.18208333,352.22116669999997
225,2015-06-16,Liberty RIngraham Directge,4,4,1.0,38.61666667,33.18291667,9.260916667,28.18208333,352.22116669999997
226,2015-06-17,Disappointment Cleaver,66,39,0.5909090909090909,40.29708333,39.14,9.701375,19.75291667,358.0332917
227,2015-06-17,Emmons-Winthrop,7,0,0.0,40.29708333,39.14,9.701375,19.75291667,358.0332917
228,2015-06-17,Liberty RIngraham Directge,2,0,0.0,40.29708333,39.14,9.701375,19.75291667,358.0332917
229,2015-06-18,Disappointment Cleaver,72,43,0.5972222222222222,33.13291667,74.27791667,29.12291667,112.52875,244.1792917
230,2015-06-18,Emmons-Winthrop,20,16,0.8,33.13291667,74.27791667,29.12291667,112.52875,244.1792917
231,2015-06-18,glacier only - no summit attempt,2,0,0.0,33.13291667,74.27791667,29.12291667,112.52875,244.1792917
232,2015-06-19,Little Tahoma,8,7,0.875,31.90166667,65.75875,9.339041667,177.5125,329.4286667
233,2015-06-19,Mowich Face,2,2,1.0,31.90166667,65.75875,9.339041667,177.5125,329.4286667
234,2015-06-19,Disappointment Cleaver,84,49,0.5833333333333334,31.90166667,65.75875,9.339041667,177.5125,329.4286667
235,2015-06-19,Ptarmigan RIngraham Directge,5,3,0.6,31.90166667,65.75875,9.339041667,177.5125,329.4286667
236,2015-06-19,Sunset RIngraham Directge,2,0,0.0,31.90166667,65.75875,9.339041667,177.5125,329.4286667
237,2015-06-19,glacier only - no summit attempt,14,0,0.0,31.90166667,65.75875,9.339041667,177.5125,329.4286667
238,2015-06-19,Emmons-Winthrop,30,24,0.8,31.90166667,65.75875,9.339041667,177.5125,329.4286667
239,2015-06-20,Kautz Glacier,5,5,1.0,35.0875,40.37208333,2.47725,149.27625,358.7460833
